game_id,play_id,tgt_nfl_id,caught,week,tgt_name,pass_length,sep_score_air_blend,last_sep,tgt_pos,delta_per_s,delta,first_sep,pass_result,n_defenders_r1,closing_rate_last,sep_at_arrival,n_defenders_r2,contested_severity_25
2023090700,1679,46243,1,1,Marquez Valdes-Scantling,33,20.000000000000004,11.072786460507578,WR,3.6596622509550074,6.221425826623513,4.851360633884065,C,0,3.2682424,2.032167,0,7
2023090700,1711,46213,1,1,Justin Watson,23,19.6,7.961231060583532,WR,2.1830249199634895,3.929444855934281,4.031786204649251,C,0,3.3496416,6.655408,0,2
2023090700,1741,42460,1,1,Blake Bell,4,19.200000000000003,4.771959765127942,TE,2.0808259344728017,1.248495560683681,3.5234642044442612,C,0,0.0,4.6451054,0,4
2023090700,1812,55899,1,1,Sam LaPorta,5,11.8,1.4424978336205512,TE,-0.716111148440584,-0.42966668906435035,1.8721645226849015,C,0,0.82948506,1.4424958,1,18
2023090700,1869,44930,1,1,Josh Reynolds,6,16.6,3.7282837874818555,WR,-0.01812311945134019,-0.010873871670804114,3.7391576591526596,C,0,0.040760636,3.7282858,0,6
2023090700,1940,38696,0,1,Marvin Jones,18,20.6,10.816006656802685,WR,4.824310388979012,6.271603505672716,4.544403151129969,I,0,5.090211,3.656368,0,11
2023090700,2118,42460,0,1,Blake Bell,9,12.600000000000001,0.8386894538504753,TE,-0.6229506064967408,-0.43606542454771857,1.274754878398194,I,1,0.7847856,0.83869225,1,22
2023090700,2141,53591,1,1,Noah Gray,2,5.6,1.2868954891520925,TE,-2.473142766820947,-1.7311999367746629,3.0180954259267554,C,0,2.6649365,1.2868963,1,20
2023090700,2186,38696,0,1,Marvin Jones,4,3.6000000000000005,1.575087299167888,WR,-3.464964881703809,-2.078978929022285,3.6540662281901732,I,0,3.4856029,1.5750864,1,20
2023090700,2261,55899,1,1,Sam LaPorta,3,10.8,1.5763248396190332,TE,-0.8693643139689766,-0.6085550197782836,2.184879859397317,C,0,0.7942322,1.5763228,1,17
2023090700,2306,53449,0,1,Kadarius Toney,16,1.4000000000000001,1.7575551200460193,WR,-4.2891336004014855,-3.860220240361337,5.617775360407356,I,0,5.0892496,1.7575552,1,19
2023090700,2364,53449,0,1,Kadarius Toney,4,15.8,1.3631214179228495,WR,-0.08479999417266885,-0.05087999650360131,1.4140014144264508,IN,0,0.1420173,1.3631215,1,17
2023090700,2487,46213,0,1,Justin Watson,36,12.8,1.3629746879527875,WR,-0.35120854206834384,-0.6672962299298533,2.030270917882641,I,0,0.12947291,1.3629752,1,9
2023090700,2510,46309,1,1,Richie James,5,4.4,5.314480219174777,WR,-2.4667326593524295,-1.7267128615467007,7.041193080721477,C,0,5.4077506,3.541706,0,14
2023090700,2613,53541,1,1,Amon-Ra St. Brown,18,17.8,1.7256882684888357,WR,0.28200226013745455,0.31020248615120005,1.4154857823376357,C,0,0.8629489,1.7256894,1,14
2023090700,2638,55899,1,1,Sam LaPorta,7,14.600000000000001,2.810640496399355,TE,-0.2846094432879103,-0.1992266103015372,3.0098671067008924,C,0,0.042489767,2.810642,0,9
2023090700,2936,54519,0,1,Skyy Moore,5,15.6,1.8640010729610632,WR,-0.14941967791907018,-0.07470983895953509,1.9387109119205983,I,0,0.22398025,1.8639988,1,16
2023090700,2959,53449,0,1,Kadarius Toney,5,14.600000000000001,4.780261499123245,WR,-0.34852337363006924,-0.17426168681503462,4.95452318593828,I,0,0.39888144,4.7802677,0,4
2023090700,3032,53541,0,1,Amon-Ra St. Brown,4,5.6,0.509215082258965,WR,-2.504863207671316,-2.003890566137053,2.513105648396018,I,1,1.5706031,0.5092166,1,24
2023090700,3089,43584,1,1,Kalif Raymond,17,16.8,4.699489333959592,WR,0.08746158035706753,0.08746158035706753,4.612027753602525,C,0,0.03539443,4.699492,0,3
2023090700,3114,53541,0,1,Amon-Ra St. Brown,5,3.6000000000000005,1.1763077828527715,WR,-3.4953477392112555,-2.4467434174478786,3.62305120030065,I,0,3.432024,1.1763065,1,21
2023090700,3185,53591,1,1,Noah Gray,3,11.8,1.9092406867652905,TE,-0.7397373286512273,-0.44384239719073637,2.353083083956027,C,0,0.7203603,1.9092412,1,17
2023090700,3324,41325,0,1,Jerick McKinnon,-1,16.6,2.51240920233946,RB,0.08549513635605688,0.0683961090848455,2.4440130932546147,I,0,0.51607907,2.51241,0,11
2023090700,3461,44930,1,1,Josh Reynolds,18,15.6,3.096837096135341,WR,-0.15530213561169978,-0.18636256273403973,3.2831996588693806,C,0,0.8139765,3.096837,0,7
2023090700,3566,44930,1,1,Josh Reynolds,15,20.6,2.4906224121692917,WR,1.16458286505415,1.0481245785487352,1.4424978336205565,C,0,0.120191574,2.4906254,0,8
2023090700,3674,54885,1,1,Justyn Ross,6,3.6000000000000005,1.6665233271694684,WR,-3.026273401929905,-2.4210187215439243,4.087542048713392,C,0,3.4379683,1.6665179,1,20
2023090700,3912,53449,0,1,Kadarius Toney,19,7.800000000000001,5.230009560220703,WR,-1.4397486630903855,-1.7276983957084626,6.957707955929165,I,0,2.4689686,5.230009,0,3
2023090700,3971,54519,0,1,Skyy Moore,7,0.4,1.6249615380063627,WR,-5.779785273483833,-4.045849691438683,5.670811229445046,I,0,5.7992077,1.6249595,1,21
2023090700,3994,55920,0,1,Rashee Rice,20,7.6000000000000005,1.320984481362289,WR,-1.41577439940561,-2.406816478989537,3.7278009603518263,I,0,1.9549694,1.3209866,1,17
2023090700,4041,46213,0,1,Justin Watson,25,19.6,1.428635712839351,WR,0.47386788569687943,0.852962194254383,0.575673518584968,I,0,0.0,1.4286346,1,13
2023091000,185,53488,1,1,Terrace Marshall Jr.,11,21.4,8.40401094716088,WR,5.6691935621930565,4.535354849754445,3.8686560974064355,C,0,2.9726515,1.9376801,1,17
2023091000,661,46094,0,1,Hayden Hurst,12,14.4,2.5899227787715926,TE,0.5288020363311233,0.475921832698011,2.1140009460735816,IN,0,2.4340305,1.7428709,1,17
2023091000,842,46094,0,1,Hayden Hurst,17,7.6000000000000005,1.056882207249229,TE,-1.6741644792213612,-1.5067480312992252,2.563630238548454,I,0,1.723569,1.0568817,1,18
2023091000,877,53555,1,1,Chuba Hubbard,1,0.2,6.843281376649657,RB,-6.67300133454615,-4.671100934182305,11.514382310831962,C,0,6.906189,6.8432813,0,4
2023091000,927,54473,0,1,Drake London,6,20.000000000000004,6.244973979129135,WR,4.4052120509745265,2.643127230584716,3.601846748544419,I,0,0.5120945,5.7319627,0,3
2023091000,1046,44931,1,1,Mack Hollins,9,5.800000000000001,5.515432893255079,WR,-1.958316473316369,-1.3708215313214582,6.886254424576538,C,0,6.990623,3.5970662,0,14
2023091000,1193,46094,1,1,Hayden Hurst,11,10.6,1.2371337841963577,TE,-0.9680409618905872,-0.7744327695124698,2.0115665537088274,C,0,1.48817,1.2371337,1,17
2023091000,1300,40488,1,1,Adam Thielen,3,15.8,1.7875122377203436,WR,-0.05897883050063653,-0.041285181350445566,1.8287974190707892,C,0,0.46864063,1.7875127,1,17
2023091000,1325,55904,1,1,Jonathan Mingo,9,18.6,1.688668114224939,WR,0.391152796054142,0.5084986348703846,1.1801694793545543,C,0,0.609023,1.6886706,1,17
2023091000,1382,46094,1,1,Hayden Hurst,4,22.6,10.726532524539328,TE,2.417821882615918,1.9342575060927345,8.792275018446594,C,0,0.0,10.726531,0,0
2023091000,1429,46094,1,1,Hayden Hurst,2,21.4,7.242188895630931,TE,5.680561376142355,4.544449100913884,2.6977397947170467,C,0,3.2351036,1.3220041,1,20
2023091000,1599,44931,1,1,Mack Hollins,11,4.6,4.566322371449471,WR,-2.3585592403972355,-1.8868473923177884,6.453169763767259,C,0,3.6613345,4.2682543,0,7
2023091000,1697,53488,0,1,Terrace Marshall Jr.,16,13.600000000000001,1.1955333537798134,WR,-0.37587541052898715,-0.5638131157934807,1.759346469573294,I,0,0.0,1.1955323,1,15
2023091000,1720,55904,0,1,Jonathan Mingo,11,20.6,2.0496341136895633,WR,0.8630737191453649,1.4672253225471203,0.5824087911424429,I,0,0.0,2.0496335,0,10
2023091000,1743,55904,0,1,Jonathan Mingo,16,16.8,0.5448853090330159,WR,0.09031992803100483,0.09935192083410532,0.4455333881989106,I,1,0.0,0.5448857,1,21
2023091000,1972,46094,1,1,Hayden Hurst,3,6.6000000000000005,2.6184155514356373,TE,-1.8832973566306654,-2.071627092293732,4.690042643729369,C,0,1.4717901,2.6184146,0,12
2023091000,2101,55904,1,1,Jonathan Mingo,8,7.6000000000000005,1.0656922632730355,WR,-1.827090596066779,-1.644381536460101,2.7100737997331366,C,0,1.8485248,1.0656933,1,20
2023091000,2207,53433,0,1,Kyle Pitts,15,18.400000000000002,3.787611384500788,TE,1.6844117733304946,1.3475294186643958,2.4400819658363924,I,0,2.7751157,1.4488603,1,18
2023091000,2342,47836,1,1,Miles Sanders,1,6.6000000000000005,3.7604919890886634,RB,-2.3580443141194554,-1.1790221570597277,4.939514146148391,C,0,2.3185272,3.7604902,0,9
2023091000,2389,53488,0,1,Terrace Marshall Jr.,11,15.200000000000001,2.0453361581901377,WR,0.7060079683875062,0.7060079683875062,1.3393281898026315,IN,1,2.258693,0.94005376,1,24
2023091000,2580,53555,1,1,Chuba Hubbard,-5,0.6000000000000001,5.558138177483532,RB,-4.866315279663101,-3.893052223730481,9.451190401214014,C,0,5.2368712,5.558135,0,7
2023091000,2793,53433,1,1,Kyle Pitts,3,20.6,8.453094108076636,TE,1.0481563108168908,0.7337094175718235,7.719384690504812,C,0,0.0,8.453093,0,0
2023091000,2823,54616,1,1,Tyler Allgeier,8,18.6,3.8356485761862986,RB,0.4391214404657451,0.17564857618629803,3.6600000000000006,C,0,0.102378726,3.8356452,0,6
2023091000,3078,53488,0,1,Terrace Marshall Jr.,44,13.600000000000001,1.3000000000000027,WR,-0.28849906102085443,-0.7500975586542216,2.0500975586542243,I,0,0.0,1.2999972,1,9
2023091000,3260,54616,1,1,Tyler Allgeier,0,0.2,3.9418016185495697,RB,-7.560882416906881,-5.292617691834816,9.234419310384386,C,0,7.690234,3.941804,0,13
2023091000,3369,55904,0,1,Jonathan Mingo,43,18.6,1.3594484175576516,WR,0.38651607717718184,0.19325803858859092,1.1661903789690606,I,0,0.0,1.3594488,1,8
2023091000,3421,53488,0,1,Terrace Marshall Jr.,7,20.6,1.4807092894960825,WR,0.9149755104008238,1.0064730614409063,0.4742362280551763,I,0,0.0,1.4807091,1,17
2023091000,3486,44931,1,1,Mack Hollins,10,6.6000000000000005,3.2960127426938133,WR,-2.0936904031204326,-2.0936904031204326,5.389703145814246,C,0,2.2985907,3.2960122,0,9
2023091000,3533,53433,1,1,Kyle Pitts,34,12.8,0.795110055275367,TE,-0.3604411578241182,-0.79297054721306,1.588080602488427,C,1,0.0,0.79511064,2,17
2023091000,3916,46094,1,1,Hayden Hurst,8,17.8,4.3748371398258925,TE,0.2420213735520472,0.31462778561766136,4.060209354208231,C,0,2.236042,4.3748336,0,7
2023091000,4107,47836,1,1,Miles Sanders,4,8.8,1.6191973320136137,RB,-1.3438893559165832,-1.0751114847332666,2.6943088167468803,C,0,1.523355,1.6191994,1,18
2023091000,4155,40488,1,1,Adam Thielen,6,20.4,2.7487087877765477,WR,0.9558134227983167,0.6690693959588216,2.079639391817726,C,0,0.004133582,2.7487092,0,9
2023091001,284,54572,1,1,Dameon Pierce,-2,3.6000000000000005,6.385295607879099,RB,-3.1439215600269637,-2.8295294040242673,9.214825011903367,C,0,3.9630175,6.385297,0,4
2023091001,407,55886,1,1,Zay Flowers,-1,2.6,3.238178500330075,WR,-3.495772791445051,-3.495772791445051,6.733951291775126,C,0,3.7120275,3.2381742,0,13
2023091001,532,55886,0,1,Zay Flowers,1,17.8,0.7353910524340096,WR,0.30297960042626454,0.27268164038363807,0.4627094120503715,IN,1,0.22272617,0.73539376,1,22
2023091001,559,46206,0,1,Dalton Schultz,4,10.6,0.7690253571892156,TE,-0.963746987927129,-0.963746987927129,1.7327723451163446,I,1,0.22248045,0.7690258,1,22
2023091001,893,55886,1,1,Zay Flowers,19,19.400000000000002,11.532918104278721,WR,3.7301018396545564,5.9681629434472905,5.564755160831431,C,0,8.149771,4.524034,0,9
2023091001,1042,53518,0,1,Nico Collins,19,6.6000000000000005,5.9751569017055965,WR,-1.8521268983211159,-2.0373395881532277,8.012496489858824,I,0,1.9085586,5.9751587,0,2
2023091001,1232,53456,1,1,Rashod Bateman,1,20.6,8.660092378260174,WR,0.8907552121951055,0.8907552121951055,7.7693371660650685,C,0,1.1853194,8.660095,0,1
2023091001,1368,39989,1,1,Robert Woods,11,8.8,1.0904127658827183,WR,-1.3212553590376956,-1.0570042872301566,2.147417053112875,C,0,1.3178694,1.090413,1,17
2023091001,1438,39989,1,1,Robert Woods,5,3.6000000000000005,3.0200165562460106,WR,-3.4354766744304457,-2.404833672101312,5.424850228347323,C,0,3.5403228,3.0200171,0,14
2023091001,1470,46206,1,1,Dalton Schultz,3,6.6000000000000005,5.961920831409962,TE,-2.022986650766527,-1.820687985689874,7.782608817099836,C,0,1.9184422,5.9619155,0,3
2023091001,1517,39989,1,1,Robert Woods,7,0.4,3.6132257056541643,WR,-5.30578871026629,-3.7140520971864026,7.327277802840567,C,0,5.9830976,3.6132274,0,14
2023091001,1549,53518,1,1,Nico Collins,3,8.8,2.3244139046219763,WR,-1.284527296492124,-1.1560745668429115,3.480488471464888,C,0,1.2712127,2.3244107,0,13
2023091001,1574,53518,1,1,Nico Collins,13,7.800000000000001,3.293038110924309,WR,-1.6857031169163303,-1.1799921818414312,4.47303029276574,C,0,1.6022843,3.2930393,0,8
2023091001,1797,41238,0,1,Odell Beckham,3,11.600000000000001,1.465093853648972,WR,-0.6400961715465809,-0.8961346401652133,2.361228493814185,I,0,0.0,1.4650925,1,17
2023091001,1948,55934,1,1,Tank Dell,10,16.6,1.2101652779682663,WR,0.013339770234535635,0.0146737472579892,1.1954915307102771,C,0,1.4648452,1.2101676,1,17
2023091001,1980,39989,1,1,Robert Woods,9,2.2,0.8984430978086491,WR,-3.8457158316932727,-4.614858998031927,5.513302095840577,C,1,4.820407,0.89844066,1,25
2023091001,2033,46461,0,1,Mike Boone,-4,3.6000000000000005,10.489656810401367,RB,-3.0575228945559134,-2.7517706051003223,13.24142741550169,I,0,5.7465553,10.489653,0,3
2023091001,2151,39989,1,1,Robert Woods,6,18.6,7.358695536574398,WR,4.199203151395096,2.939442205976567,4.419253330597831,C,0,3.8486528,4.695159,0,8
2023091001,2351,55886,1,1,Zay Flowers,20,18.6,2.5679758565843236,WR,0.44544647513492697,0.6236250651888977,1.9443507913954259,C,0,0.18043518,2.567978,0,7
2023091001,2432,55886,1,1,Zay Flowers,2,10.8,1.71353435915362,WR,-0.8703745750336996,-0.6962996600269598,2.40983401918058,C,0,1.5226853,1.7135351,1,18
2023091001,2469,53456,1,1,Rashod Bateman,14,20.6,6.032619663131432,WR,1.266896855890377,1.1402071703013394,4.8924124928300925,C,0,0.29248,6.032621,0,1
2023091001,2523,52463,1,1,J.K. Dobbins,3,5.8,2.604496112494696,RB,-2.4468253336183174,-1.4680952001709904,4.072591312665686,C,0,2.289331,2.604499,0,13
2023091001,2759,53518,1,1,Nico Collins,15,9.600000000000001,0.8560373823613039,WR,-1.1611388617978478,-1.1611388617978478,2.0171762441591516,C,1,1.666884,0.8560379,1,23
2023091001,3086,53518,1,1,Nico Collins,10,10.8,0.9104943712071997,WR,-0.9084121500799789,-0.6358885050559852,1.5463828762631848,C,1,0.48510313,0.91049445,1,20
2023091001,3111,55934,1,1,Tank Dell,4,20.4,10.730675654403129,WR,0.8547858210767174,0.8547858210767174,9.875889833326411,C,0,0.9981251,10.730676,0,1
2023091001,3216,39989,0,1,Robert Woods,17,8.8,0.9542536350467813,WR,-1.2314169265713375,-1.477700311885605,2.4319539469323863,I,1,1.1159693,0.95425373,1,22
2023091001,3257,54593,0,1,Charlie Kolar,12,4.6000000000000005,3.889601522007109,TE,-2.847985532630031,-2.278388426104025,6.167989948111134,I,0,3.614024,3.8896031,0,8
2023091001,3302,41238,1,1,Odell Beckham,8,17.6,2.6574611944485658,WR,0.13362104756538548,0.14698315232192405,2.5104780421266417,C,0,0.4613608,2.657462,0,10
2023091001,3383,54635,1,1,Teagan Quitoriano,1,4.800000000000001,5.162886789384404,TE,-2.4728777433916056,-2.4728777433916056,7.63576453277601,C,0,3.7889576,5.162889,0,6
2023091001,3514,46206,0,1,Dalton Schultz,6,15.6,0.698927750200261,TE,-0.18991089074736506,-0.13293762352315552,0.8318653737234165,I,1,0.34389034,0.6989258,1,22
2023091001,3879,53518,0,1,Nico Collins,13,19.6,7.48888509726248,WR,2.1983404816356744,3.7371788187806465,3.751706278481833,I,0,1.146821,1.2868963,1,17
2023091001,3902,53518,1,1,Nico Collins,13,20.6,2.427364826308563,WR,0.9718416813980273,0.8746575132582246,1.5527073130503386,C,0,0.0,2.4273639,0,8
2023091001,4018,41238,1,1,Odell Beckham,28,13.8,0.7481310045707235,WR,-0.24567178910961818,-0.4667763993082745,1.214907403878998,C,1,0.8988147,0.74812967,1,23
2023091001,4191,45052,1,1,Noah Brown,0,3.4000000000000004,6.724499981411261,WR,-3.3851853179732396,-3.0466667861759156,9.771166767587177,C,0,4.170058,6.7245035,0,3
2023091001,4216,39989,0,1,Robert Woods,19,21.6,2.629543686649833,WR,1.427296513229098,1.7127558158749174,0.9167878707749156,I,0,0.0,2.6295433,0,8
2023091001,4239,55934,1,1,Tank Dell,13,15.6,0.7993122043357043,WR,-0.08063067873056202,-0.11288295022278683,0.9121951545584911,C,1,0.45185462,0.79931027,1,21
2023091001,4322,39989,0,1,Robert Woods,5,4.6000000000000005,0.43416586692185477,WR,-2.986021779072875,-2.0902152453510126,2.5243811122728674,I,1,2.4253557,0.43416637,1,24
2023091001,4564,56070,1,1,Xavier Hutchinson,7,21.400000000000002,4.135746607324968,WR,1.3910137267919593,1.2519123541127635,2.8838342532122048,C,0,0.0,4.1357465,0,5
2023091001,4589,53518,1,1,Nico Collins,5,2.4000000000000004,1.2549501982150497,WR,-3.545816705142001,-4.609561716684602,5.864511914899651,C,0,2.579106,1.2549505,1,20
2023091001,4639,55934,0,1,Tank Dell,7,0.0,5.763349720431684,WR,-8.463783424708215,-5.9246483972957495,11.687998117727433,I,0,8.646181,5.7633476,0,7
2023091001,4662,46461,1,1,Mike Boone,4,15.8,9.119616219995226,RB,-0.057880444628195526,-0.04630435570255642,9.165920575697783,C,0,0.67018986,9.119616,0,1
2023091002,110,53434,1,1,Ja'Marr Chase,5,17.6,5.607575233556835,WR,0.1350168531689019,0.1485185384857921,5.459056695071043,C,0,0.6657767,5.6075726,0,3
2023091002,319,46104,1,1,Nick Chubb,4,3.4000000000000004,5.733628868352043,RB,-3.7121469404194762,-2.2272881642516857,7.960917032603729,C,0,3.8808799,5.7336287,0,5
2023091002,444,47833,0,1,Irv Smith,0,14.600000000000001,2.3203448019637083,TE,-0.2771628045840518,-0.19401396320883624,2.5143587651725445,I,0,0.05818665,2.3203452,0,11
2023091002,599,40026,0,1,Marquise Goodwin,42,6.800000000000001,0.8723531395025721,WR,-1.2470103061667668,-2.99282473480024,3.865177874302812,I,1,2.2899232,0.8723535,1,24
2023091002,767,43344,1,1,Tyler Boyd,5,4.800000000000001,2.075234926460137,WR,-2.845814933069841,-1.7074889598419043,3.7827238863020414,C,0,2.9112911,2.0752354,0,15
2023091002,819,46104,1,1,Nick Chubb,5,14.600000000000001,1.6292636373527767,RB,-0.29669502317619445,-0.11867800927047778,1.7479416466232545,C,0,0.29668868,1.6292639,1,17
2023091002,873,42347,1,1,Amari Cooper,19,4.4,6.116575839470974,WR,-2.808114631352092,-2.808114631352092,8.924690470823066,C,0,4.2716064,6.1165743,0,3
2023091002,975,53463,0,1,Elijah Moore,5,20.6,1.9043371550227102,WR,1.0434920822906932,0.939142874061624,0.9651942809610862,I,0,0.0,1.9043362,1,16
2023091002,1071,43344,0,1,Tyler Boyd,-1,18.6,1.167647206993619,WR,0.5193325532494807,0.36353278727463645,0.8041144197189826,I,0,0.0,1.1676476,1,18
2023091002,1209,42347,1,1,Amari Cooper,6,10.200000000000001,5.093623464686019,WR,-0.6938198395719164,-0.6938198395719164,5.787443304257935,C,0,2.8020768,3.3916504,0,11
2023091002,1260,40026,0,1,Marquise Goodwin,44,11.600000000000001,0.5508175741568135,WR,-0.40543594858585497,-1.3379386303333214,1.888756204490135,I,1,1.2214985,0.55081296,1,23
2023091002,1412,52441,0,1,Tee Higgins,26,11.600000000000001,0.49040799340957053,WR,-0.5398596949788907,-1.0797193899577815,1.570127383367352,I,1,0.11764981,0.4904083,1,21
2023091002,1464,44841,1,1,David Njoku,1,2.6,5.683915903670635,TE,-3.70251721813427,-2.962013774507416,8.645929678178051,C,0,4.883832,5.6839147,0,6
2023091002,1540,52595,0,1,Donovan Peoples-Jones,19,19.8,9.588769472669577,WR,3.5294666976481035,3.882413367412914,5.706356105256663,I,0,0.75354517,3.8701198,0,5
2023091002,1832,42347,0,1,Amari Cooper,16,9.8,4.768112834235371,WR,-1.0142482752077226,-1.0142482752077226,5.782361109443094,I,0,1.4336741,4.768113,0,4
2023091002,1944,43344,1,1,Tyler Boyd,4,1.4000000000000001,2.8600174824640634,WR,-4.788161936047524,-3.351713355233266,6.2117308376973295,C,0,5.101709,2.860018,0,15
2023091002,1974,52441,0,1,Tee Higgins,17,21.400000000000002,3.79759134189027,WR,1.1198739019693318,2.3517351941355966,1.4458561477546734,I,0,0.0,3.7975922,0,4
2023091002,2039,54564,0,1,David Bell,13,10.400000000000002,6.908118412418826,WR,-0.5593175598543878,-0.5593175598543878,7.467435972273214,I,0,3.0442953,6.415374,0,2
2023091002,2095,42347,1,1,Amari Cooper,11,21.6,8.44909462605314,WR,2.116757179201999,2.328432897122199,6.1206617289309415,C,0,0.27694583,7.505683,0,0
2023091002,2127,52595,1,1,Donovan Peoples-Jones,12,18.200000000000003,4.377133765376603,WR,1.7906379565335142,2.5068931391469196,1.8702406262296831,C,0,4.7147985,1.6728736,1,19
2023091002,2179,53463,1,1,Elijah Moore,4,9.8,2.1006903627141233,WR,-1.1429914643149524,-0.6857948785889714,2.7864852413030947,C,0,1.630491,2.100691,0,14
2023091002,2211,42347,0,1,Amari Cooper,13,13.8,0.8714355971613789,WR,-0.2359501293380841,-0.49549527160997664,1.3669308687713555,I,1,0.031953305,0.8714385,1,20
2023091002,2441,53463,0,1,Elijah Moore,9,14.600000000000001,0.43139309220245947,WR,-0.2631963270321284,-0.21055706162570276,0.6419501538281622,I,1,0.04458405,0.43139485,1,22
2023091002,2517,52441,0,1,Tee Higgins,14,4.4,2.0651876428063356,WR,-2.4382253489106,-3.6573380233659,5.722525666172236,I,0,0.60448647,2.065187,0,11
2023091002,2620,47833,1,1,Irv Smith,5,7.800000000000001,2.4951352668743256,TE,-1.84987566351937,-0.924937831759685,3.4200730986340107,C,0,2.4393296,2.4951332,0,14
2023091002,2693,53463,1,1,Elijah Moore,30,19.6,4.628876753598002,WR,0.5365907519939142,0.8585452031902627,3.770331550407739,C,0,2.9760253,4.628876,0,2
2023091002,2847,44860,1,1,Joe Mixon,0,11.600000000000001,8.425704718301011,RB,-0.8162465498750215,-0.5713725849125151,8.997077303213526,C,0,0.90949297,8.425704,0,1
2023091002,2872,53434,1,1,Ja'Marr Chase,3,7.800000000000001,2.7144981119905034,WR,-1.4887734386556952,-1.637650782521265,4.352148894511768,C,0,3.2743597,2.7144966,0,14
2023091002,2942,52441,0,1,Tee Higgins,28,16.6,1.0431682510506115,WR,-0.023415874474696174,-0.04683174894939235,1.0900000000000039,I,0,0.009451807,1.0431682,1,15
2023091002,3138,44841,0,1,David Njoku,5,10.8,5.7044631649262145,TE,-0.6173521989564195,-0.37041131937385163,6.074874484300066,I,0,3.0303335,5.011433,0,6
