game_id,play_id,play_blurb,tgt_name,route_of_targeted_receiver,sep_delta_25,closing_eff_25,contested_severity_25,xcatch_surprise_25,abi_100
2023090700,101,DET vs KC | W1 Q1 3rd&3 @ DET 32 | pass_len=22 | I | (14:25) (Shotgun) J.Goff pass incomplete deep right to J.Reynolds.,Josh Reynolds,CORNER,3,18,11,10,42.0
2023090700,3089,DET vs KC | W1 Q3 2nd&22 @ DET 13 | pass_len=17 | C | (2:01) (Shotgun) J.Goff pass deep middle to K.Raymond to DET 33 for 20 yards (B.Cook).,Kalif Raymond,POST,14,22,3,11,50.0
2023090700,3461,DET vs KC | W1 Q4 3rd&12 @ DET 23 | pass_len=18 | C | (10:46) (Shotgun) J.Goff pass deep left to J.Reynolds to DET 41 for 18 yards (J.Williams) [L.Sneed].,Josh Reynolds,IN,12,21,7,11,51.0
2023090700,3566,DET vs KC | W1 Q4 1st&10 @ KC 47 | pass_len=15 | C | (8:31) J.Goff pass short right to J.Reynolds to KC 14 for 33 yards (W.Gay).,Josh Reynolds,HITCH,22,18,8,12,60.0
2023090700,3912,KC vs DET | W1 Q4 1st&10 @ KC 45 | pass_len=19 | I | (2:30) P.Mahomes pass incomplete deep right to K.Toney.,Kadarius Toney,CROSS,3,20,4,18,45.0
2023090700,3994,KC vs DET | W1 Q4 3rd&20 @ KC 35 | pass_len=20 | I | (2:14) (Shotgun) P.Mahomes pass incomplete deep right to R.Rice (C.Gardner-Johnson).,Rashee Rice,CROSS,3,23,17,11,54.0
2023090700,4041,KC vs DET | W1 Q4 4th&25 @ KC 30 | pass_len=25 | I | (2:09) (Shotgun) P.Mahomes pass incomplete deep right to Ju.Watson [J.Cominsky].,Justin Watson,CORNER,18,24,12,6,60.0
2023091000,185,"CAR vs ATL | W1 Q1 2nd&6 @ CAR 44 | pass_len=11 | C | (12:18) (Shotgun) B.Young pass short middle to T.Marshall to ATL 44 for 12 yards (J.Bates, A.Terrell).",Terrace Marshall Jr.,IN,22,23,17,14,76.0
2023091000,661,CAR vs ATL | W1 Q1 2nd&16 @ CAR 8 | pass_len=12 | IN | (1:10) (Shotgun) B.Young pass short middle intended for H.Hurst INTERCEPTED by J.Bates at CAR 20. J.Bates to CAR 17 for 3 yards (J.Mingo).,Hayden Hurst,IN,13,25,17,12,67.0
2023091000,842,CAR vs ATL | W1 Q2 2nd&10 @ CAR 25 | pass_len=17 | I | (14:52) (Shotgun) B.Young pass incomplete deep right to H.Hurst (R.Grant).,Hayden Hurst,IN,3,18,18,12,51.0
2023091000,1193,"CAR vs ATL | W1 Q2 3rd&2 @ CAR 33 | pass_len=11 | C | (11:04) (Shotgun) B.Young pass short middle to H.Hurst to CAR 44 for 11 yards (T.Flowers, J.Bates).",Hayden Hurst,IN,5,25,17,11,58.0
2023091000,1599,ATL vs CAR | W1 Q2 2nd&23 @ ATL 22 | pass_len=11 | C | (3:02) D.Ridder pass short middle to M.Hollins to ATL 33 for 11 yards (S.Thompson). CAR-J.Horn was injured during the play. He is Out.,Mack Hollins,HITCH,2,20,7,6,35.0
2023091000,1697,CAR vs ATL | W1 Q2 1st&10 @ CAR 17 | pass_len=16 | I | (1:48) (Shotgun) B.Young pass incomplete deep left to T.Marshall [D.Onyemata].,Terrace Marshall Jr.,GO,9,21,14,10,54.0
2023091000,1720,CAR vs ATL | W1 Q2 2nd&10 @ CAR 17 | pass_len=11 | I | (1:44) (Shotgun) B.Young pass incomplete short right to J.Mingo.,Jonathan Mingo,HITCH,22,13,10,14,59.0
2023091000,1743,CAR vs ATL | W1 Q2 3rd&10 @ CAR 17 | pass_len=16 | I | (1:39) (Shotgun) B.Young pass incomplete deep middle to J.Mingo.,Jonathan Mingo,IN,15,25,20,4,64.0
2023091000,2207,ATL vs CAR | W1 Q3 2nd&10 @ ATL 25 | pass_len=15 | I | (10:24) (Shotgun) D.Ridder pass incomplete short middle to K.Pitts.,Kyle Pitts,CROSS,18,19,18,10,65.0
2023091000,2389,"CAR vs ATL | W1 Q3 3rd&6 @ CAR 40 | pass_len=11 | IN | (6:48) (Shotgun) B.Young pass short middle intended for T.Marshall INTERCEPTED by J.Bates at ATL 49. J.Bates to ATL 49 for no gain (T.Marshall). PENALTY on CAR-I.Thomas, Unnecessary Roughness, 15 yards, enforced at ATL 49.",Terrace Marshall Jr.,IN,14,25,24,6,69.0
2023091000,3078,CAR vs ATL | W1 Q4 1st&10 @ CAR 36 | pass_len=44 | I | (12:25) (Shotgun) B.Young pass incomplete deep right to T.Marshall [G.Jarrett].,Terrace Marshall Jr.,GO,9,20,9,4,42.0
2023091000,3486,ATL vs CAR | W1 Q4 2nd&9 @ ATL 45 | pass_len=10 | C | (6:29) (Shotgun) D.Ridder pass short right to M.Hollins to CAR 44 for 11 yards (C.Henderson).,Mack Hollins,OUT,2,17,9,6,34.0
2023091000,3533,"ATL vs CAR | W1 Q4 2nd&7 @ CAR 41 | pass_len=34 | C | (5:05) (Shotgun) D.Ridder pass deep right to K.Pitts to CAR 7 for 34 yards (V.Bell). Penalty on CAR-C.Henderson, Defensive Pass Interference, declined.",Kyle Pitts,CORNER,9,21,16,23,69.0
2023091001,893,BAL vs HOU | W1 Q1 3rd&5 @ HOU 32 | pass_len=19 | C | (1:39) (Shotgun) L.Jackson pass deep left to Z.Flowers pushed ob at HST 11 for 21 yards (J.Pitre).,Zay Flowers,GO,19,24,9,8,60.0
2023091001,1042,HOU vs BAL | W1 Q1 2nd&7 @ HOU 28 | pass_len=19 | I | (:15) C.Stroud pass incomplete deep left to N.Collins [O.Oweh].,Nico Collins,GO,2,19,2,18,41.0
2023091001,1368,"HOU vs BAL | W1 Q2 3rd&2 @ HOU 24 | pass_len=11 | C | (11:50) (No Huddle, Shotgun) C.Stroud pass short middle to R.Woods to HST 37 for 13 yards (M.Williams).",Robert Woods,SLANT,4,23,17,12,56.0
2023091001,1574,HOU vs BAL | W1 Q2 2nd&5 @ BAL 35 | pass_len=13 | C | (6:50) C.Stroud pass short middle to N.Collins to BLT 21 for 14 yards (M.Williams).,Nico Collins,IN,3,21,8,7,39.0
2023091001,1948,HOU vs BAL | W1 Q2 3rd&7 @ HOU 34 | pass_len=10 | C | (1:08) (Shotgun) C.Stroud pass short right to N.Dell to HST 44 for 10 yards (R.Darby).,Tank Dell,HITCH,14,9,17,13,53.0
2023091001,2351,BAL vs HOU | W1 Q3 1st&10 @ BAL 29 | pass_len=20 | C | (13:42) L.Jackson pass deep right to Z.Flowers ran ob at BLT 49 for 20 yards (D.Stingley).,Zay Flowers,OUT,18,12,7,13,50.0
2023091001,2469,"BAL vs HOU | W1 Q3 1st&10 @ HOU 27 | pass_len=14 | C | (11:46) (No Huddle, Shotgun) L.Jackson pass short middle to R.Bateman to HST 9 for 18 yards (D.Perryman; E.Murray).",Rashod Bateman,IN,23,12,1,10,46.0
2023091001,2759,HOU vs BAL | W1 Q3 3rd&16 @ HOU 27 | pass_len=15 | C | (8:30) (Shotgun) C.Stroud pass short middle to N.Collins to HST 42 for 15 yards (R.Darby).,Nico Collins,HITCH,5,22,23,18,68.0
2023091001,3086,"HOU vs BAL | W1 Q3 3rd&2 @ HOU 33 | pass_len=10 | C | (4:24) (No Huddle, Shotgun) C.Stroud pass short middle to N.Collins to HST 47 for 14 yards (A.Washington).",Nico Collins,SLANT,6,20,19,17,62.0
2023091001,3216,HOU vs BAL | W1 Q3 3rd&16 @ BAL 48 | pass_len=17 | I | (1:51) (Shotgun) C.Stroud pass incomplete deep middle to R.Woods (P.Queen).,Robert Woods,IN,4,23,21,7,55.0
2023091001,3257,BAL vs HOU | W1 Q3 1st&10 @ BAL 20 | pass_len=12 | I | (1:37) L.Jackson pass incomplete short middle to C.Kolar.,Charlie Kolar,CROSS,1,17,9,19,46.0
2023091001,3879,HOU vs BAL | W1 Q4 2nd&9 @ HOU 21 | pass_len=13 | I | (9:35) (Shotgun) C.Stroud pass incomplete short left to N.Collins.,Nico Collins,OUT,19,20,16,6,61.0
2023091001,3902,"HOU vs BAL | W1 Q4 3rd&9 @ HOU 21 | pass_len=13 | C | (9:30) (Shotgun) C.Stroud pass short middle to N.Collins to HST 47 for 26 yards (R.Darby, G.Stone). HST-G.Fant was injured during the play.",Nico Collins,IN,21,6,8,12,47.0
2023091001,4018,BAL vs HOU | W1 Q4 3rd&6 @ HOU 38 | pass_len=28 | C | (7:33) (Shotgun) L.Jackson pass deep left to O.Beckham to HST 9 for 29 yards (S.Griffin).,Odell Beckham,GO,10,23,22,22,77.0
2023091001,4216,"HOU vs BAL | W1 Q4 2nd&4 @ HOU 31 | pass_len=19 | I | (3:43) (No Huddle) C.Stroud pass incomplete deep middle to R.Woods. Houston challenged the incomplete pass ruling, and the play was Upheld. The ruling on the field stands. (Timeout #2.)",Robert Woods,POST,23,23,7,12,65.0
2023091001,4239,HOU vs BAL | W1 Q4 3rd&4 @ HOU 31 | pass_len=13 | C | (3:39) (Shotgun) C.Stroud pass short left to N.Dell to HST 44 for 13 yards (B.Stephens).,Tank Dell,HITCH,13,21,20,19,73.0
2023091002,599,CLE vs CIN | W1 Q1 2nd&4 @ CIN 43 | pass_len=42 | I | (5:13) (Shotgun) Direct snap to N.Chubb.  D.Watson pass incomplete deep right to M.Goodwin.,Marquise Goodwin,POST,3,23,24,2,52.0
2023091002,873,CLE vs CIN | W1 Q1 1st&10 @ CIN 44 | pass_len=19 | C | (:58) (Shotgun) D.Watson pass deep right to A.Cooper to CIN 24 for 20 yards (L.Wilson). CLV-A.Cooper was injured during the play. His return is Probable.,Amari Cooper,CROSS,1,18,3,7,29.0
2023091002,1260,CLE vs CIN | W1 Q2 3rd&11 @ CLE 43 | pass_len=44 | I | (12:13) (Shotgun) D.Watson pass incomplete deep right to M.Goodwin (C.Taylor-Britt).,Marquise Goodwin,POST,7,19,23,2,51.0
2023091002,1412,CIN vs CLE | W1 Q2 3rd&3 @ CLE 38 | pass_len=26 | I | (8:52) (Shotgun) J.Burrow pass incomplete deep right to T.Higgins.,Tee Higgins,GO,7,23,21,4,55.0
2023091002,1540,CLE vs CIN | W1 Q2 2nd&2 @ CLE 39 | pass_len=19 | I | (6:45) D.Watson pass incomplete deep right to D.Peoples-Jones.,Donovan Peoples-Jones,IN,21,22,5,11,59.0
2023091002,1832,CLE vs CIN | W1 Q2 3rd&9 @ CLE 46 | pass_len=16 | I | (2:19) (Shotgun) D.Watson pass incomplete deep right to A.Cooper [B.Hill].,Amari Cooper,HITCH,5,20,4,18,47.0
2023091002,1974,CIN vs CLE | W1 Q2 3rd&8 @ CIN 23 | pass_len=17 | I | (1:48) (Shotgun) J.Burrow pass incomplete deep left to T.Higgins [Z.Smith].,Tee Higgins,OUT,23,5,4,14,46.0
2023091002,2039,"CLE vs CIN | W1 Q2 1st&10 @ CIN 48 | pass_len=13 | I | (:56) (No Huddle, Shotgun) D.Watson pass incomplete short right to Dav.Bell.",David Bell,GO,7,24,2,20,53.0
2023091002,2095,CLE vs CIN | W1 Q2 3rd&10 @ CIN 48 | pass_len=11 | C | (:45) (Shotgun) D.Watson pass short left to A.Cooper to CIN 37 for 11 yards.,Amari Cooper,OUT,23,6,1,8,38.0
2023091002,2127,CLE vs CIN | W1 Q2 1st&10 @ CIN 37 | pass_len=12 | C | (:41) (Shotgun) D.Watson pass short right to D.Peoples-Jones pushed ob at CIN 25 for 12 yards (C.Awuzie).,Donovan Peoples-Jones,OUT,18,22,21,13,74.0
2023091002,2211,CLE vs CIN | W1 Q2 1st&10 @ CIN 13 | pass_len=13 | I | (:26) (Shotgun) D.Watson pass incomplete short left to A.Cooper.,Amari Cooper,GO,10,18,19,6,53.0
2023091002,2517,CIN vs CLE | W1 Q3 2nd&6 @ nan 50 | pass_len=14 | I | (12:51) (Shotgun) J.Burrow pass incomplete short right to T.Higgins.,Tee Higgins,GO,1,19,10,15,45.0
2023091002,2693,CLE vs CIN | W1 Q3 1st&10 @ CLE 25 | pass_len=30 | C | (11:44) D.Watson pass deep left to E.Moore to CIN 42 for 33 yards (D.Hill).,Elijah Moore,CORNER,18,18,3,12,51.0
2023091002,2942,CIN vs CLE | W1 Q3 3rd&4 @ CLE 33 | pass_len=28 | I | (7:02) (Shotgun) J.Burrow pass incomplete deep right to T.Higgins (G.Delpit).,Tee Higgins,GO,13,19,15,6,53.0
2023091002,3253,CIN vs CLE | W1 Q3 2nd&8 @ CIN 27 | pass_len=10 | C | (1:42) (Shotgun) J.Burrow pass short right to J.Chase to CIN 37 for 10 yards (G.Delpit).,Ja'Marr Chase,GO,0,25,13,7,45.0
2023091002,3314,CIN vs CLE | W1 Q3 2nd&8 @ CIN 39 | pass_len=16 | I | (:26) (Shotgun) J.Burrow pass incomplete deep left to T.Higgins.,Tee Higgins,GO,6,17,24,6,53.0
2023091002,3594,CIN vs CLE | W1 Q4 2nd&10 @ CIN 25 | pass_len=13 | I | (11:24) (Shotgun) J.Burrow pass incomplete short right to J.Chase [G.Delpit].,Ja'Marr Chase,OUT,4,16,11,17,48.0
2023091002,3812,CIN vs CLE | W1 Q4 2nd&4 @ CIN 31 | pass_len=24 | I | (8:32) (Shotgun) J.Burrow pass incomplete deep left to J.Chase.,Ja'Marr Chase,GO,15,22,14,7,58.0
2023091002,4036,CIN vs CLE | W1 Q4 3rd&8 @ CIN 40 | pass_len=15 | I | (3:52) (Shotgun) J.Browning pass incomplete short right to J.Chase (D.Ward) [M.Garrett].,Ja'Marr Chase,OUT,1,21,24,6,52.0
2023091003,81,IND vs JAX | W1 Q1 2nd&8 @ IND 27 | pass_len=13 | I | (14:30) (Shotgun) A.Richardson pass incomplete short right to A.Ogletree.,Andrew Ogletree,OUT,0,22,25,6,53.0
2023091003,410,JAX vs IND | W1 Q1 1st&10 @ IND 49 | pass_len=24 | C | (8:32) T.Lawrence pass deep left to C.Ridley to IND 25 for 24 yards (D.Flowers).,Calvin Ridley,GO,16,20,13,18,67.0
2023091003,933,"JAX vs IND | W1 Q2 2nd&2 @ JAX 33 | pass_len=11 | C | (14:15) T.Lawrence pass short right to C.Ridley to JAX 47 for 14 yards (R.Thomas, E.Speed). FUMBLES (E.Speed), RECOVERED by IND-E.Speed at IND 49. E.Speed ran ob at IND 49 for no gain. The Replay Official reviewed the ball was inbounds ruling, and the play was REVERSED. T.Lawrence pass short right to C.Ridley to JAX 47 for 14 yards (R.Thomas, E.Speed). FUMBLES (E.Speed), ball out of bounds at IND 49. IND-K.Moore was injured during the play. IND-D.Flowers was injured during the play.",Calvin Ridley,CROSS,2,24,24,20,70.0
2023091003,1649,JAX vs IND | W1 Q2 2nd&8 @ IND 45 | pass_len=12 | C | (6:26) (Shotgun) T.Lawrence pass short right to C.Ridley ran ob at IND 16 for 29 yards (R.Thomas).,Calvin Ridley,HITCH,2,20,20,10,52.0
2023091003,1706,"JAX vs IND | W1 Q2 2nd&12 @ IND 18 | pass_len=18 | C | (5:02) (Shotgun) T.Lawrence pass deep right to Z.Jones for 18 yards, TOUCHDOWN.",Zay Jones,GO,7,17,18,19,61.0
2023091003,1782,IND vs JAX | W1 Q2 1st&10 @ IND 24 | pass_len=20 | I | (4:50) (Shotgun) A.Richardson pass incomplete deep right to M.Alie-Cox.,Mo Alie-Cox,IN,2,22,12,10,46.0
2023091003,1805,"IND vs JAX | W1 Q2 2nd&10 @ IND 24 | pass_len=15 | C | (4:43) (Shotgun) A.Richardson pass short middle to A.Ogletree to IND 44 for 20 yards (A.Cisco). PENALTY on JAX-A.Cisco, Unnecessary Roughness, 15 yards, enforced at IND 44.",Andrew Ogletree,GO,22,24,3,4,53.0
2023091003,1929,JAX vs IND | W1 Q2 1st&10 @ JAX 44 | pass_len=11 | C | (2:55) (Shotgun) T.Lawrence pass short middle to Z.Jones to IND 44 for 12 yards (D.Flowers).,Zay Jones,HITCH,11,17,8,9,45.0
2023091003,2204,JAX vs IND | W1 Q3 2nd&11 @ JAX 15 | pass_len=15 | I | (14:19) (Shotgun) T.Lawrence pass incomplete short right to C.Ridley.,Calvin Ridley,HITCH,7,16,23,7,53.0
2023091003,2227,JAX vs IND | W1 Q3 3rd&11 @ JAX 15 | pass_len=15 | I | (14:15) (Shotgun) T.Lawrence pass incomplete short left to Z.Jones [D.Buckner]. JAX-B.Scherff was injured during the play. He is Out.,Zay Jones,OUT,5,18,20,6,49.0
2023091003,2286,IND vs JAX | W1 Q3 1st&10 @ IND 37 | pass_len=12 | C | (14:00) (Shotgun) A.Richardson pass short middle to M.Pittman to JAX 47 for 16 yards (Ty.Campbell).,Michael Pittman,POST,11,19,13,13,56.0
2023091003,2571,JAX vs IND | W1 Q3 1st&10 @ JAX 40 | pass_len=10 | I | (10:21) (Shotgun) T.Lawrence pass incomplete short right to C.Kirk.,Christian Kirk,SLANT,8,20,8,17,53.0
2023091003,2608,JAX vs IND | W1 Q3 2nd&10 @ JAX 40 | pass_len=23 | C | (10:17) (Shotgun) T.Lawrence pass deep right to E.Engram pushed ob at IND 34 for 26 yards (D.Baker).,Evan Engram,GO,9,15,19,21,64.0
2023091003,3409,IND vs JAX | W1 Q4 3rd&13 @ IND 24 | pass_len=16 | I | (15:00) (Shotgun) A.Richardson pass incomplete deep middle to K.Granson.,Kylen Granson,POST,23,22,21,8,74.0
2023091003,3797,JAX vs IND | W1 Q4 2nd&12 @ IND 25 | pass_len=16 | I | (8:15) (Shotgun) T.Lawrence pass incomplete deep left to C.Ridley.,Calvin Ridley,OUT,6,16,17,8,47.0
2023091003,3998,IND vs JAX | W1 Q4 2nd&10 @ IND 25 | pass_len=19 | IN | (5:09) (Shotgun) A.Richardson pass deep left intended for M.Alie-Cox INTERCEPTED by Ty.Campbell at IND 44. Ty.Campbell to IND 44 for no gain (M.Pittman).,Mo Alie-Cox,CORNER,1,20,10,16,47.0
2023091003,4047,JAX vs IND | W1 Q4 2nd&7 @ IND 41 | pass_len=15 | C | (4:21) (Shotgun) T.Lawrence pass short left to Z.Jones pushed ob at IND 26 for 15 yards (R.Thomas).,Zay Jones,CROSS,20,23,11,7,61.0
2023091003,4153,"IND vs JAX | W1 Q4 2nd&7 @ IND 28 | pass_len=14 | C | (3:50) (No Huddle, Shotgun) A.Richardson pass short middle to K.Granson to IND 42 for 14 yards (R.Jenkins).",Kylen Granson,POST,20,23,18,9,70.0
2023091003,4363,IND vs JAX | W1 Q4 1st&10 @ JAX 13 | pass_len=13 | I | (1:59) (Shotgun) A.Richardson pass incomplete short right to A.Pierce (Dari.Williams).,Alec Pierce,OUT,7,16,14,12,49.0
2023091004,196,TB vs MIN | W1 Q1 2nd&10 @ TB 33 | pass_len=32 | I | (14:09) B.Mayfield pass incomplete deep left to K.Kieft.,Ko Kieft,CORNER,2,20,17,3,42.0
2023091004,365,MIN vs TB | W1 Q1 2nd&9 @ MIN 25 | pass_len=20 | C | (11:32) (Shotgun) K.Cousins pass deep left to J.Jefferson to TB 45 for 30 yards (R.Neal).,Justin Jefferson,GO,22,24,1,5,52.0
2023091004,592,"TB vs MIN | W1 Q1 2nd&6 @ TB 39 | pass_len=11 | I | (6:32) (Shotgun) B.Mayfield pass short middle to C.Otton to MIN 47 for 14 yards (A.Evans). FUMBLES (A.Evans), recovered by TB-T.Palmer at MIN 43. Minnesota challenged the pass completion ruling, and the play was REVERSED. (Shotgun) B.Mayfield pass incomplete short middle to C.Otton (A.Evans).",Cade Otton,POST,21,22,13,19,75.0
2023091004,695,TB vs MIN | W1 Q1 3rd&6 @ TB 39 | pass_len=39 | I | (6:29) (Shotgun) B.Mayfield pass incomplete deep right to M.Evans.,Mike Evans,GO,21,19,22,1,63.0
2023091004,821,TB vs MIN | W1 Q1 1st&10 @ MIN 18 | pass_len=14 | I | (4:58) (Shotgun) B.Mayfield pass incomplete short middle to K.Kieft.,Ko Kieft,POST,25,13,0,20,58.0
2023091004,1190,MIN vs TB | W1 Q2 1st&10 @ MIN 17 | pass_len=16 | C | (14:08) K.Cousins pass deep middle to J.Jefferson to MIN 42 for 25 yards (A.Winfield).,Justin Jefferson,POST,18,22,5,12,57.0
2023091004,1326,"MIN vs TB | W1 Q2 3rd&11 @ TB 39 | pass_len=39 | C | (11:21) (No Huddle, Shotgun) K.Cousins pass deep middle to J.Addison for 39 yards, TOUCHDOWN. Penalty on TB-J.Dean, Illegal Contact, declined.",Jordan Addison,GO,23,20,6,20,69.0
2023091004,1540,MIN vs TB | W1 Q2 1st&10 @ MIN 31 | pass_len=19 | C | (9:24) K.Cousins pass deep left to K.Osborn to 50 for 19 yards (J.Dean).,K.J. Osborn,IN,20,22,6,11,59.0
2023091004,2077,TB vs MIN | W1 Q2 3rd&2 @ TB 47 | pass_len=11 | C | (2:00) (Shotgun) B.Mayfield pass short right to C.Godwin to MIN 39 for 14 yards (J.Metellus).,Chris Godwin Jr.,POST,16,23,13,14,66.0
2023091004,2154,"TB vs MIN | W1 Q2 1st&10 @ MIN 28 | pass_len=20 | I | (1:19) (No Huddle, Shotgun) B.Mayfield pass incomplete deep right to D.Thompkins (J.Metellus).",Deven Thompkins,GO,16,21,23,9,69.0
2023091004,2177,"TB vs MIN | W1 Q2 2nd&10 @ MIN 28 | pass_len=28 | C | (1:14) (Shotgun) B.Mayfield pass deep middle to M.Evans for 28 yards, TOUCHDOWN.",Mike Evans,POST,8,23,11,17,59.0
2023091004,2234,MIN vs TB | W1 Q2 1st&10 @ MIN 25 | pass_len=19 | I | (1:09) (Shotgun) K.Cousins pass incomplete deep right to J.Jefferson.,Justin Jefferson,CORNER,21,22,23,6,72.0
2023091004,2312,MIN vs TB | W1 Q2 1st&10 @ MIN 36 | pass_len=21 | C | (:54) (Shotgun) K.Cousins pass deep middle to J.Jefferson to TB 22 for 42 yards (A.Winfield).,Justin Jefferson,POST,24,23,2,10,59.0
2023091004,2369,MIN vs TB | W1 Q2 2nd&1 @ TB 13 | pass_len=11 | IN | (:23) (Shotgun) K.Cousins pass short left intended for K.Osborn INTERCEPTED by C.Izien at TB 2. C.Izien to TB 16 for 14 yards (J.Jefferson).,K.J. Osborn,POST,1,22,25,8,56.0
2023091004,3030,MIN vs TB | W1 Q3 1st&10 @ TB 48 | pass_len=12 | C | (3:17) K.Cousins pass short right to J.Oliver pushed ob at TB 30 for 18 yards (J.Dean).,Josh Oliver,OUT,15,18,5,10,48.0
2023091004,3105,"MIN vs TB | W1 Q3 3rd&13 @ TB 33 | pass_len=12 | C | (1:29) (No Huddle, Shotgun) K.Cousins pass short left to J.Addison to TB 20 for 13 yards (C.Davis).",Jordan Addison,OUT,1,19,10,6,36.0
2023091004,3641,"MIN vs TB | W1 Q4 3rd&7 @ MIN 23 | pass_len=12 | I | (10:08) (No Huddle, Shotgun) K.Cousins pass incomplete short right to K.Osborn.",K.J. Osborn,HITCH,20,23,11,10,64.0
2023091004,3849,TB vs MIN | W1 Q4 2nd&5 @ TB 38 | pass_len=14 | C | (7:09) (Shotgun) B.Mayfield pass short right to C.Godwin to MIN 46 for 16 yards (B.Murphy; C.Bynum).,Chris Godwin Jr.,POST,6,24,9,8,47.0
2023091004,4249,TB vs MIN | W1 Q4 3rd&10 @ MIN 39 | pass_len=11 | C | (2:00) (Shotgun) B.Mayfield pass short right to C.Godwin ran ob at MIN 28 for 11 yards.,Chris Godwin Jr.,OUT,13,11,3,9,36.0
2023091005,301,NO vs TEN | W1 Q1 1st&10 @ NO 25 | pass_len=25 | C | (13:35) (Shotgun) D.Carr pass deep left to M.Thomas pushed ob at 50 for 25 yards (K.Fulton).,Michael Thomas,GO,6,18,23,21,68.0
2023091005,383,NO vs TEN | W1 Q1 3rd&5 @ TEN 45 | pass_len=11 | C | (12:11) (Shotgun) D.Carr pass short middle to M.Thomas to TEN 33 for 12 yards (S.Murphy-Bunting).,Michael Thomas,HITCH,4,18,7,5,34.0
2023091005,768,TEN vs NO | W1 Q1 1st&10 @ NO 30 | pass_len=11 | C | (5:20) R.Tannehill pass short left to D.Hopkins to NO 15 for 15 yards (M.Maye).,DeAndre Hopkins,OUT,23,15,1,5,44.0
2023091005,793,TEN vs NO | W1 Q1 1st&10 @ NO 15 | pass_len=15 | I | (4:34) (Shotgun) R.Tannehill pass incomplete short left to T.Spears.,Tyjae Spears,GO,8,22,17,12,59.0
